id,Headline,Category,Date,realorfake
22770,Factbox: Some 1.2 million still powerless in U.S. Southeast after hurricane,World News,10/10/2016 0:00,real
22771,France to seek ICC options for war crimes investigation in Aleppo,World News,10/10/2016 0:00,real
22772,Thai king's condition unstable after hemodialysis treatment: palace,World News,10/9/2016 0:00,real
22773,Ex-Philippine president Ramos says Duterte government a 'letdown',World News,10/10/2016 0:00,real
22774,Suspect arrested in fatal shooting of two California police officers,World News,10/8/2016 0:00,real
22775,"Hurricane Matthew toll in Haiti rises to 1,000, dead buried in mass graves",World News,10/10/2016 0:00,real
22776,Samsung Elec says adjusting Note 7 supply due to fire reports,World News,10/10/2016 0:00,real
22777,Western-backed coalition under pressure over Yemen raid,World News,10/9/2016 0:00,real
22778,Arab coalition intercepts Yemen missiles: Saudi media,World News,10/10/2016 0:00,real
22779,"Far from stepping back, top central banks are set to double down",World News,10/10/2016 0:00,real
22780,"North Carolina floodwaters, death toll rise as Matthew heads to sea",World News,10/9/2016 0:00,real
22781,Factbox: Some 1.6 million still powerless in U.S. Southeast after hurricane,World News,10/9/2016 0:00,real
22782,Samsung temporarily halts Galaxy Note 7 production: source,World News,10/10/2016 0:00,real
22783,"Palestinian kills two people in Jerusalem, then shot dead: police",World News,10/9/2016 0:00,real
22784,Samsung Electronics suspends Galaxy Note 7 production: Yonhap,World News,10/10/2016 0:00,real
22785,South Korea watching reports of new Note 7s catching fire,World News,10/10/2016 0:00,real
22786,Samsung investigates reports of heat problems with replacement Note 7 phones,World News,10/10/2016 0:00,real
22787,U.S. Republicans in crisis over Trump's vulgar video,World News,10/9/2016 0:00,real
22788,Pressure on Trump likely to be intense at second debate with Clinton,World News,10/9/2016 0:00,real
22789,Facebook reports 11-million-pound UK tax credit as revenues soar,World News,10/9/2016 0:00,real
22790,Kerry speaks to Saudi leaders over Yemen strike: State Department,World News,10/10/2016 0:00,real
22791,Thousands of armed Yemeni protesters call for investigation into wake bombing,World News,10/9/2016 0:00,real
22792,German police make new raid in hunt for refugee planning bomb attack,World News,10/9/2016 0:00,real
22793,Tesla's Musk says will not have to raise funds in fourth quarter,World News,10/9/2016 0:00,real
22794,Coastal Florida cleans up wreckage of powerful storm Matthew,World News,10/9/2016 0:00,real
22795,"One killed, eight wounded in shooting at Michigan party",World News,10/9/2016 0:00,real
22796,U.S. condemns attack in Jerusalem that left two Israelis dead,World News,10/9/2016 0:00,real
22797,Earnings season begins as White House race heats up,World News,10/7/2016 0:00,real
22798,Truck bomb attack on soldiers kills 18 in southeast Turkey,World News,10/9/2016 0:00,real
22799,Yemen ex-president urges attack on Saudi Arabia after air strike,World News,10/9/2016 0:00,real
22800,Russia says U.S. actions threaten its national security,World News,10/9/2016 0:00,real
22801,List of new Catholic cardinals named by Pope Francis,World News,10/9/2016 0:00,real
22802,"Fed's Fischer says job gains solid, expects growth to pick up",World News,10/9/2016 0:00,real
22803,Banks ponder the meaning of life as Deutsche agonizes,World News,10/9/2016 0:00,real
22804,Turkey says 38 Islamic State militants killed in northern Syria,World News,10/9/2016 0:00,real
22805,German police hunt Syrian-born man feared to be planning bomb attack,World News,10/8/2016 0:00,real
22806,Weakened Hurricane Matthew still deadly as it buffets U.S. Southeast,World News,10/8/2016 0:00,real
22807,Medics dash to rural Haiti as cholera kills 13 in Matthew's wake,World News,10/8/2016 0:00,real
22808,"Attack on mourners in Yemen kills more than 140, say local health officials",World News,10/8/2016 0:00,real
22809,Trump vows to stay in race after lewd remarks surface,World News,10/8/2016 0:00,real
22810,"IMF's Lipton likes Bank of Japan policy revamp, calls for more 'arrows'",World News,10/9/2016 0:00,real
22811,U.S. says it will review support to Saudi-led coalition in Yemen,World News,10/9/2016 0:00,real
22812,Hurricane Matthew leaves over 1.8 million in U.S. Southeast powerless,World News,10/8/2016 0:00,real
22813,Sanders supporters seethe over Clinton's leaked remarks to Wall St.,World News,10/8/2016 0:00,real
22814,Russia vetoes U.N. demand for end to bombing of Syria's Aleppo,World News,10/8/2016 0:00,real
22815,Heavy toll weighs on Misrata after battle for Libya's Sirte,World News,10/7/2016 0:00,real
22816,"IMF members to push spending, revive trade to boost growth",World News,10/8/2016 0:00,real
22817,"Syrian government, allies advance as Russia vetoes U.N. demand",World News,10/8/2016 0:00,real
22818,Kuwait arrests suspected Islamist after truck attack on Americans,World News,10/8/2016 0:00,real
22819,Russian draft resolution on Syria truce fails to get minimum votes,World News,10/8/2016 0:00,real
22820,France's Hollande warns against veto of Syria resolution at U.N.,World News,10/8/2016 0:00,real
22821,"'Newtown' paints a portrait of communal grief, recovery",World News,10/7/2016 0:00,real
22822,No coalition air role in Sanaa incident: coalition sources,World News,10/8/2016 0:00,real
22823,Russia moves nuclear-capable missiles into Kaliningrad,World News,10/8/2016 0:00,real
22824,High risk for homeless as Matthew sweeps up U.S. southeast coast,World News,10/8/2016 0:00,real
22825,Cuban town avoided Hurricane Matthew's deadly fury with preparation,World News,10/8/2016 0:00,real
22826,Sporting leaders back proposals to give more powers to WADA,World News,10/8/2016 0:00,real
22827,"Hurricane Matthew death toll nears 900 in Haiti, cholera takes lives",World News,10/7/2016 0:00,real
22828,Send whiskey and toilet paper: South Carolina holdouts brace for Matthew,World News,10/8/2016 0:00,real
22829,Philippine military says no certainty war games with U.S. will end,World News,10/8/2016 0:00,real
22830,Hurricane Matthew kills almost 900 in Haiti before hitting U.S,World News,10/5/2016 0:00,real
22831,Factbox: Hurricane Matthew leaves nearly 1.2 million in U.S. Southeast powerless,World News,10/7/2016 0:00,real
22832,Anger as fighting in Afghan city Kunduz forces people to flee,World News,10/8/2016 0:00,real
22833,Frustrations rise in besieged Afghan provincial capital,World News,10/8/2016 0:00,real
22834,NHC downgrades Matthew to Category 1 hurricane,World News,10/8/2016 0:00,real
22835,Massive Maryland prison corruption case highlights national issue,World News,10/8/2016 0:00,real
22836,"For Scottish shortbread maker, sterling crunch pushes up Brexit costs",World News,10/8/2016 0:00,real
22837,U.S. formally accuses Russian hackers of political cyber attacks,World News,10/7/2016 0:00,real
22838,Moscow says U.S. cyber attack claims fan 'anti-Russian hysteria',World News,10/8/2016 0:00,real
22839,Islamic State hits back against Syrian rebels north of Aleppo: monitors,World News,10/8/2016 0:00,real
22840,Transcript of Trump video statement in response to lewd remarks about women,World News,10/8/2016 0:00,real
22841,Fighting fires: Samsung struggles to limit damage from smartphone recall,World News,10/6/2016 0:00,real
22842,Trump says Pence to represent him at Wisconsin event on Saturday,World News,10/8/2016 0:00,real
22843,Colombia's Santos wins Nobel Peace Prize in boost for troubled talks,World News,10/7/2016 0:00,real
22844,Modelling firm slashes insurance loss forecast for Hurricane Matthew,World News,10/8/2016 0:00,real
22845,Mylan to pay $465 million over EpiPen Medicaid rebate dispute,World News,10/7/2016 0:00,real
22846,Russia under pressure to stop devastating Aleppo bombardment,World News,10/6/2016 0:00,real
22847,"Smithfield, Tyson to shut plants due to Hurricane Matthew",World News,10/7/2016 0:00,real
22848,"Fed's Brainard sees blockchain as revolutionary, but still to prove itself",World News,10/7/2016 0:00,real
22849,Satellite images show activity at North Korea nuclear test site: report,World News,10/7/2016 0:00,real
22850,Matthew wallops Florida's Daytona Beach: 'It took our roof right off',World News,10/7/2016 0:00,real
22851,Sunni force pleads for Iraqi government help as Mosul fight looms,World News,10/7/2016 0:00,real
22852,U.S. lawmaker wants cyber sanctions on Russia after hacking charges,World News,10/7/2016 0:00,real
22853,Kremlin: U.S. accusations of Russian cyber attacks are 'nonsense' - Ifax,World News,10/7/2016 0:00,real
22854,"Stocks fall after sterling 'flash crash', U.S. jobs data",World News,10/7/2016 0:00,real
22855,U.S. job growth slows; markets bet on December rate hike,World News,10/7/2016 0:00,real
22856,"Real estate investors on U.S. coasts target cheap, out-of-state markets",World News,10/7/2016 0:00,real
22857,"To save human lives, U.S. hurricane shelters protect pets, too",World News,10/7/2016 0:00,real
22858,U.S. Coast Guard: all commercial ports along Florida's west coast reopened,World News,10/7/2016 0:00,real
22859,"Deutsche Bank gets top investor support, CEO in talks with banks",World News,10/7/2016 0:00,real
22860,Russia considers military bases in Vietnam and Cuba: agencies,World News,10/7/2016 0:00,real
22861,Russia says Syria investigation is attempt to distract from ceasefire failure,World News,10/7/2016 0:00,real
22862,"Special Report: In Duterte's war on drugs, local residents help draw up hit lists",World News,10/7/2016 0:00,real
22863,"U.S. sends military, USAID to help Haiti after hurricane",World News,10/7/2016 0:00,real
22864,U.S. National Guard bracing for flooding as hurricane moves north,World News,10/7/2016 0:00,real
22865,Shares of Gap on track for biggest gain since 2008,World News,10/7/2016 0:00,real
22866,"Obama warns residents to heed hurricane warnings, beware storm surge",World News,10/7/2016 0:00,real
22867,"Factbox: Hurricane cuts power to over 300,000 Florida homes and businesses",World News,10/7/2016 0:00,real
22868,"Factbox: Economic impact, business closures from Hurricane Matthew",World News,10/7/2016 0:00,real
22869,"Hurricane Matthew disrupts stores, plants and transport",World News,10/7/2016 0:00,real
22870,"Exclusive: Russia builds up forces in Syria, Reuters data analysis shows",World News,10/7/2016 0:00,real
22871,"Qatar won't sell Deutsche Bank shares, might buy more: sources",World News,10/7/2016 0:00,real
22872,Qatar mulls raising stake in Deutsche Bank to 25 percent: Spiegel,World News,10/7/2016 0:00,real
22873,"U.N. council to vote on Aleppo truce resolution, faces Russian veto",World News,10/7/2016 0:00,real
22874,U.S. Navy ship steaming toward Haiti to support relief efforts,World News,10/7/2016 0:00,real
22875,"Germany steps up pressure on Russia over Syria, opens door to sanctions",World News,10/7/2016 0:00,real
22876,Defense chief scraps Colombia trip as hurricane strikes,World News,10/7/2016 0:00,real
22877,Factbox: Oil and gasoline terminals shuttered ahead of hurricane,World News,10/7/2016 0:00,real
22878,"Hurricane Matthew brushing parts of Florida coast, says NHC",World News,10/7/2016 0:00,real
22879,Netflix CEO says China entry 'doesn't look good',World News,10/7/2016 0:00,real
22880,"U.S. fine on Deutsche Bank too big, damaging to stability: Dijsselbloem",World News,10/7/2016 0:00,real
22881,Hurricane Matthew may cause $25-30 billion in insurance losses,World News,10/7/2016 0:00,real
22882,"Syrian, Russian actions in Syria demand war crimes investigation",World News,10/7/2016 0:00,real
22883,Russia says French U.N. proposal on Syria unacceptable: RIA,World News,10/7/2016 0:00,real
22884,"Some 600,000 Florida homes without power due to hurricane: governor",World News,10/7/2016 0:00,real
22885,"In Lebanon, getting Syrian children in school a huge task",World News,10/7/2016 0:00,real
22886,Russia ready to call on Damascus to let armed Nusra rebels leave Aleppo: RIA,World News,10/7/2016 0:00,real
22887,Russia ready to support U.N. envoy's proposals on Aleppo: Ifax,World News,10/7/2016 0:00,real
22888,Merkel appeals to Russia to end 'atrocious' situation in Syria,World News,10/7/2016 0:00,real
22889,"Russia's Lavrov, Germany's Steinmeier ready to study U.N. Aleppo proposal: Russia",World News,10/7/2016 0:00,real
22890,Republican Trump says 70 percent of federal regulations 'can go',World News,10/6/2016 0:00,real
22891,"Germany urges Russia, Iran to pressure Syria to end violence",World News,10/7/2016 0:00,real
22892,President Santos says Nobel Prize will help further peace in Colombia: Nobel committee,World News,10/7/2016 0:00,real
22893,U.S. farmers race to ready for Hurricane Matthew's blast,World News,10/6/2016 0:00,real
22894,"Hurricane Matthew's coastal path makes it frightening, experts say",World News,10/7/2016 0:00,real
22895,Fierce fighting in Syria's Aleppo but air raids abate,World News,10/7/2016 0:00,real
